treeid,qlegalstatus,qspecies,qaddress,siteorder,qsiteinfo,qcaretaker,plantdate,age,dbh,plotsize,latitude,longitude,location_2,location
82688,DPW Maintained,Crataegus laevigata :: English Hawthorn,1875 38th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,2,3x3,37.75197824,-122.4968327,POINT(-122.4968327 37.75197824),POINT(-122.4968327 37.75197824)
265999,Section 806 (d),Olea europaea 'Fruitless' :: Fruitless Olive,353 31st Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,5x5,37.78260184,-122.4914328,POINT(-122.4914328 37.78260184),POINT(-122.4914328 37.78260184)
34954,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2732 Vallejo St,2,Sidewalk: Curb side : Cutout,Private,1997,26,8,,37.79435944,-122.4424451,POINT(-122.4424451 37.79435944),POINT(-122.4424451 37.79435944)
28996,Permitted Site,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,405 10th St,3,Sidewalk: Curb side : Cutout,Private,2005,18,6,3x3,37.77154278,-122.4111109,POINT(-122.4111109 37.77154278),POINT(-122.4111109 37.77154278)
216655,DPW Maintained,Lagunaria patersonii :: Primrose Tree,161 Miramar Ave,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 3ft,37.72111396,-122.4582586,POINT(-122.4582586 37.72111396),POINT(-122.4582586 37.72111396)
14797,Permitted Site,Acer rubrum :: Red Maple,1135 McAllister St,1,Sidewalk: Curb side : Cutout,Private,1999,24,0,4X4,37.77870733,-122.4306278,POINT(-122.4306278 37.77870733),POINT(-122.4306278 37.77870733)
169656,Permitted Site,Ginkgo biloba :: Maidenhair Tree,208 Surrey St,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,3x3,37.73577504,-122.4354026,POINT(-122.4354026 37.73577504),POINT(-122.4354026 37.73577504)
56687,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1811 34th Ave,1,Sidewalk: Curb side : Cutout,Private,1988,35,12,,37.75336545,-122.4926021,POINT(-122.4926021 37.75336545),POINT(-122.4926021 37.75336545)
261131,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,205 Paris St,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,Width 3ft,37.72521189,-122.4320751,POINT(-122.4320751 37.72521189),POINT(-122.4320751 37.72521189)
62900,Permitted Site,Magnolia spp :: Magnolia,42 Berkeley Way,1,Sidewalk: Curb side : Cutout,Private,1986,37,1,,37.7388796,-122.4376896,POINT(-122.4376896 37.7388796),POINT(-122.4376896 37.7388796)
65828,DPW Maintained,Ligustrum lucidum :: Glossy Privet,2270 Francisco St,1,Sidewalk: Curb side : Cutout,Private,1990,33,5,,37.80104429,-122.4424898,POINT(-122.4424898 37.80104429),POINT(-122.4424898 37.80104429)
117138,Section 143,Eriobotrya deflexa :: Bronze Loquat,2203x NEWCOMB AVE,3,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.74161138,-122.4011549,POINT(-122.4011549 37.74161138),POINT(-122.4011549 37.74161138)
51027,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1830 Clay St,1,Sidewalk: Curb side : Cutout,Private,2004,19,5,,37.79215469,-122.423413,POINT(-122.423413 37.79215469),POINT(-122.423413 37.79215469)
60051,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1435 25th Ave,1,Sidewalk: Curb side : Cutout,Private,1982,41,1,,37.7607309,-122.4834456,POINT(-122.4834456 37.7607309),POINT(-122.4834456 37.7607309)
108497,Permitted Site,Leptospermum scoparium :: New Zealand Tea Tree,1339 12th Ave,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.76315841,-122.4695397,POINT(-122.4695397 37.76315841),POINT(-122.4695397 37.76315841)
31815,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,47 Scott St,1,Sidewalk: Curb side : Cutout,Private,1995,28,3,,37.7697757,-122.435117,POINT(-122.435117 37.7697757),POINT(-122.435117 37.7697757)
117865,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,834 40th Ave,2,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 4ft,37.77302917,-122.5002609,POINT(-122.5002609 37.77302917),POINT(-122.5002609 37.77302917)
50221,DPW Maintained,Pittosporum crassifolium :: Karo Tree,5024 Fulton St,1,Sidewalk: Curb side : Cutout,Private,2003,20,4,3x3,37.77257728,-122.4858409,POINT(-122.4858409 37.77257728),POINT(-122.4858409 37.77257728)
147715,DPW Maintained,Cassia leptophylla :: Gold Medallion Tree,143 10th Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 4ft,37.78565626,-122.4689967,POINT(-122.4689967 37.78565626),POINT(-122.4689967 37.78565626)
254530,Permitted Site,Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive,501 Campbell Ave,,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.71521023,-122.4062759,POINT(-122.4062759 37.71521023),POINT(-122.4062759 37.71521023)
24870,DPW Maintained,Acer x freemanii :: Freeman Maple,2675 San Bruno Ave,3,Sidewalk: Curb side : Cutout,Private,2002,21,4,3X3,37.72809296,-122.4037002,POINT(-122.4037002 37.72809296),POINT(-122.4037002 37.72809296)
62721,DPW Maintained,Melaleuca styphelliodes :: Paperbark Tree,1267 Union St,1,Sidewalk: Curb side : Cutout,Private,1986,37,18,,37.79899154,-122.4201575,POINT(-122.4201575 37.79899154),POINT(-122.4201575 37.79899154)
68358,DPW Maintained,Prunus cerasifera :: Cherry Plum,655 21st Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,7,,37.77547343,-122.4801866,POINT(-122.4801866 37.77547343),POINT(-122.4801866 37.77547343)
33323,DPW Maintained,Arbutus unedo :: Strawberry Tree,3115 Gough St,2,Sidewalk: Curb side : Cutout,Private,1996,27,7,,37.80212075,-122.4281605,POINT(-122.4281605 37.80212075),POINT(-122.4281605 37.80212075)
107918,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',495 09th Ave,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.77937256,-122.4674661,POINT(-122.4674661 37.77937256),POINT(-122.4674661 37.77937256)
56156,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,471 16th Ave,1,Sidewalk: Curb side : Cutout,Private,1973,50,12,,37.77914393,-122.4750844,POINT(-122.4750844 37.77914393),POINT(-122.4750844 37.77914393)
33846,Permitted Site,Liquidambar styraciflua :: American Sweet Gum,790 Pennsylvania Ave,4,Sidewalk: Curb side : Cutout,Private,1997,26,5,3x6,37.7564771,-122.3931032,POINT(-122.3931032 37.7564771),POINT(-122.3931032 37.7564771)
22644,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1244 Turk St,1,Sidewalk: Curb side : Cutout,Private,2000,23,3,3X3,37.78088179,-122.4296551,POINT(-122.4296551 37.78088179),POINT(-122.4296551 37.78088179)
85056,Undocumented,Lophostemon confertus :: Brisbane Box,461 02nd St,1,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.78356501,-122.3941543,POINT(-122.3941543 37.78356501),POINT(-122.3941543 37.78356501)
55322,DPW Maintained,Prunus laurocerasus :: English laurel,1174 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,1972,51,9,,37.7175436,-122.4027494,POINT(-122.4027494 37.7175436),POINT(-122.4027494 37.7175436)
37612,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1451 Balboa St,4,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.7766778,-122.4744269,POINT(-122.4744269 37.7766778),POINT(-122.4744269 37.7766778)
54071,DPW Maintained,Myoporum laetum :: Myoporum,1650 48th Ave,1,Sidewalk: Curb side : Cutout,Private,1972,51,17,,37.75567241,-122.5076663,POINT(-122.5076663 37.75567241),POINT(-122.5076663 37.75567241)
28920,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,310 07th St,1,Sidewalk: Curb side : Cutout,Private,2006,17,3,3x3,37.7763267,-122.4074736,POINT(-122.4074736 37.7763267),POINT(-122.4074736 37.7763267)
10327,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,820 Haight St,1,Sidewalk: Curb side : Cutout,Private,2006,17,6,4X4,37.77150375,-122.43572,POINT(-122.43572 37.77150375),POINT(-122.43572 37.77150375)
192155,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1404 Mission St,3,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 3ft,37.77472895,-122.4167657,POINT(-122.4167657 37.77472895),POINT(-122.4167657 37.77472895)
51521,DPW Maintained,Olea europaea :: Olive Tree,743 41st Ave,1,Sidewalk: Curb side : Cutout,Private,2005,18,6,,37.77470539,-122.5016178,POINT(-122.5016178 37.77470539),POINT(-122.5016178 37.77470539)
38343,DPW Maintained,Cordyline australis :: Dracena Palm,1642 45th Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.7559419,-122.5044579,POINT(-122.5044579 37.7559419),POINT(-122.5044579 37.7559419)
39935,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,601X Rutland St,1,Sidewalk: Curb side : Cutout,Private,2013,10,12,3x3,37.71366064,-122.4068173,POINT(-122.4068173 37.71366064),POINT(-122.4068173 37.71366064)
261745,Section 806 (d),Geijera parviflora :: Australian Willow,540 De Haro St,13,Sidewalk: Property side : Yard,Private,2020,3,3,,37.76303428,-122.4014659,POINT(-122.4014659 37.76303428),POINT(-122.4014659 37.76303428)
4299,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4366 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,Private,1995,28,3,3X3,37.74714299,-122.4374243,POINT(-122.4374243 37.74714299),POINT(-122.4374243 37.74714299)
42253,DPW Maintained,Celtis sinensis :: Chinese Hackberry,439 Tehama St,1,Sidewalk: Curb side : Cutout,Private,2000,23,9,,37.78032764,-122.4052907,POINT(-122.4052907 37.78032764),POINT(-122.4052907 37.78032764)
61789,DPW Maintained,Pittosporum undulatum :: Victorian Box,1261 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,1985,38,12,,37.75378399,-122.4014073,POINT(-122.4014073 37.75378399),POINT(-122.4014073 37.75378399)
95831,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,520 Natoma St,1,Sidewalk: Curb side : Cutout,Private,2011,12,1,3x3,37.77982656,-122.4082154,POINT(-122.4082154 37.77982656),POINT(-122.4082154 37.77982656)
10049,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,389 Guerrero St,1,Sidewalk: Curb side : Cutout,Private,2003,20,3,3X3,37.76499148,-122.4239873,POINT(-122.4239873 37.76499148),POINT(-122.4239873 37.76499148)
65735,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,381 Allison St,1,Sidewalk: Curb side : Cutout,Private,1990,33,9,,37.71027754,-122.4406794,POINT(-122.4406794 37.71027754),POINT(-122.4406794 37.71027754)
128076,Permitted Site,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',245 North Point St,9,Sidewalk: Curb side : Cutout,Private,2015,8,7,Width 4ft,37.80679492,-122.4112587,POINT(-122.4112587 37.80679492),POINT(-122.4112587 37.80679492)
63986,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1056 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,1987,36,11,,37.80142157,-122.4171498,POINT(-122.4171498 37.80142157),POINT(-122.4171498 37.80142157)
30445,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',350 Union St,3,Sidewalk: Curb side : Cutout,Private,1956,67,15,,37.80101957,-122.4051033,POINT(-122.4051033 37.80101957),POINT(-122.4051033 37.80101957)
42974,DPW Maintained,Prunus cerasifera :: Cherry Plum,568 Cambridge St,1,Sidewalk: Curb side : Cutout,Private,2000,23,6,,37.7243962,-122.4176495,POINT(-122.4176495 37.7243962),POINT(-122.4176495 37.7243962)
53974,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',985 Pine St,1,Sidewalk: Curb side : Cutout,Private,1972,51,4,,37.79064272,-122.4119469,POINT(-122.4119469 37.79064272),POINT(-122.4119469 37.79064272)
122599,Planning Code 138.1 required,Pyrus calleryana :: Ornamental Pear,42X Colin P Kelly Jr St,7,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.78115295,-122.3900642,POINT(-122.3900642 37.78115295),POINT(-122.3900642 37.78115295)
46391,DPW Maintained,Melaleuca nesophila :: Pink Melaleuca,2474 44th Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,6,,37.74049783,-122.5023025,POINT(-122.5023025 37.74049783),POINT(-122.5023025 37.74049783)
187909,DPW Maintained,Acer rubrum :: Red Maple,145 Fremont St,2,Sidewalk: Curb side : Cutout,Private,2019,4,3,Width 5ft,37.7902997,-122.3963465,POINT(-122.3963465 37.7902997),POINT(-122.3963465 37.7902997)
108527,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,1685 18th Ave,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.75645739,-122.475627,POINT(-122.475627 37.75645739),POINT(-122.475627 37.75645739)
87879,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,255 Marina Blvd,1,Sidewalk: Curb side : Cutout,Private,2008,15,5,3x3,37.80642835,-122.4365086,POINT(-122.4365086 37.80642835),POINT(-122.4365086 37.80642835)
52723,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,439 08th Ave,1,Sidewalk: Curb side : Cutout,Private,2006,17,5,,37.78007446,-122.4664357,POINT(-122.4664357 37.78007446),POINT(-122.4664357 37.78007446)
637,Permitted Site,Washingtonia robusta :: Mexican Fan Palm,3205 24TH ST,1,Sidewalk: Curb side : Cutout,Private,1991,32,18,3X3,37.75230804,-122.4164088,POINT(-122.4164088 37.75230804),POINT(-122.4164088 37.75230804)
49399,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,535@ BALBOA 07th Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,3,,37.77833066,-122.4652351,POINT(-122.4652351 37.77833066),POINT(-122.4652351 37.77833066)
38227,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1099 Mississippi St,4,Sidewalk: Curb side : Cutout,Private,1998,25,14,,37.75278209,-122.3935493,POINT(-122.3935493 37.75278209),POINT(-122.3935493 37.75278209)
69309,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,1554 30th Ave,1,Sidewalk: Curb side : Cutout,Private,1994,29,3,,37.75829457,-122.4884866,POINT(-122.4884866 37.75829457),POINT(-122.4884866 37.75829457)
253101,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,3000x Irving St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,3x3,37.76313979,-122.4901334,POINT(-122.4901334 37.76313979),POINT(-122.4901334 37.76313979)
54136,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2443 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,1972,51,15,,37.79487261,-122.4374561,POINT(-122.4374561 37.79487261),POINT(-122.4374561 37.79487261)
92722,DPW Maintained,Olea europaea :: Olive Tree,3365 Clay St,2,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.78887624,-122.4481431,POINT(-122.4481431 37.78887624),POINT(-122.4481431 37.78887624)
191216,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,2095 Bancroft Ave,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,4x6,37.73075622,-122.4021094,POINT(-122.4021094 37.73075622),POINT(-122.4021094 37.73075622)
35924,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,2660 Pacific Ave,3,Sidewalk: Curb side : Cutout,Private,1998,25,14,3x3,37.79287383,-122.4390314,POINT(-122.4390314 37.79287383),POINT(-122.4390314 37.79287383)
15579,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,3159 Mission St,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,3X3,37.74649818,-122.4191691,POINT(-122.4191691 37.74649818),POINT(-122.4191691 37.74649818)
4283,DPW Maintained,Juniperus chinensis :: Juniper,4301 Cesar Chavez St,2,Sidewalk: Curb side : Cutout,Private,1995,28,3,3X3,37.74705973,-122.4363132,POINT(-122.4363132 37.74705973),POINT(-122.4363132 37.74705973)
116996,Undocumented,Pinus pinea :: Italian Stone Pine,606x FULTON ST,,Front Yard : Yard,Private,2016,7,3,,37.77868897,-122.4275586,POINT(-122.4275586 37.77868897),POINT(-122.4275586 37.77868897)
45071,DPW Maintained,Lophostemon confertus :: Brisbane Box,1028 Howard St,1,Sidewalk: Curb side : Cutout,Private,2001,22,18,,37.77940938,-122.4077356,POINT(-122.4077356 37.77940938),POINT(-122.4077356 37.77940938)
34165,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2500 Broadway,1,Sidewalk: Curb side : Cutout,Private,2006,17,7,,37.79390816,-122.43837,POINT(-122.43837 37.79390816),POINT(-122.43837 37.79390816)
27284,DPW Maintained,Lagunaria patersonii :: Primrose Tree,636 Silver Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,3,3X3,37.72874627,-122.4229425,POINT(-122.4229425 37.72874627),POINT(-122.4229425 37.72874627)
13240,DPW Maintained,Lophostemon confertus :: Brisbane Box,2346 Lombard St,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,3x3,37.79943319,-122.4402,POINT(-122.4402 37.79943319),POINT(-122.4402 37.79943319)
34605,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,3201 Washington St,1,Sidewalk: Curb side : Cutout,Private,1997,26,5,,37.79000695,-122.4463328,POINT(-122.4463328 37.79000695),POINT(-122.4463328 37.79000695)
41958,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,3520 Fulton St,1,Sidewalk: Curb side : Cutout,Private,2000,23,4,,37.7733192,-122.4695359,POINT(-122.4695359 37.7733192),POINT(-122.4695359 37.7733192)
35238,DPW Maintained,Cupaniopsis anacardioides :: Carrotwood,1240 Filbert St,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.80010362,-122.4199837,POINT(-122.4199837 37.80010362),POINT(-122.4199837 37.80010362)
229978,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,530 Chenery St,1,Sidewalk: Curb side : Cutout,Private,1980,43,16,Width 2ft,37.73517414,-122.4309312,POINT(-122.4309312 37.73517414),POINT(-122.4309312 37.73517414)
92979,DPW Maintained,Afrocarpus gracilior :: Fern Pine,147 Mason St,2,Sidewalk: Curb side : Cutout,Private,2010,13,5,,37.78494213,-122.4095042,POINT(-122.4095042 37.78494213),POINT(-122.4095042 37.78494213)
35856,DPW Maintained,Pittosporum undulatum :: Victorian Box,24 Santa Rosa Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,11,,37.72606768,-122.4344548,POINT(-122.4344548 37.72606768),POINT(-122.4344548 37.72606768)
190900,DPW Maintained,Corymbia maculata :: Spotted Gum,2 George Ct,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,Width 3ft,37.73155032,-122.3833104,POINT(-122.3833104 37.73155032),POINT(-122.3833104 37.73155032)
47781,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2230 Mason St,3,Sidewalk: Curb side : Cutout,Private,2002,21,3,3x3,37.80435257,-122.4132736,POINT(-122.4132736 37.80435257),POINT(-122.4132736 37.80435257)
44760,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,761 Tehama St,3,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.77510231,-122.4118935,POINT(-122.4118935 37.77510231),POINT(-122.4118935 37.77510231)
61070,DPW Maintained,Prunus cerasifera :: Cherry Plum,2618 Sutter St,1,Sidewalk: Curb side : Cutout,Private,1990,33,4,3x3,37.78478365,-122.4440181,POINT(-122.4440181 37.78478365),POINT(-122.4440181 37.78478365)
96325,Permitted Site,Liriodendron tulipifera :: Tulip Tree,1300X Sansome St,8,Sidewalk: Curb side : Cutout,Private,2011,12,5,4x4,37.80220124,-122.402928,POINT(-122.402928 37.80220124),POINT(-122.402928 37.80220124)
136801,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1908 Baker St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 4ft,37.78893725,-122.4439304,POINT(-122.4439304 37.78893725),POINT(-122.4439304 37.78893725)
68231,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,257 16th Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,5,,37.78321255,-122.4753655,POINT(-122.4753655 37.78321255),POINT(-122.4753655 37.78321255)
39520,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1330 16th St,7,Sidewalk: Curb side : Cutout,Private,1998,25,4,,37.76629079,-122.4004802,POINT(-122.4004802 37.76629079),POINT(-122.4004802 37.76629079)
152697,DPW Maintained,Aesculus x carnea 'Briotii' :: Ruby Horse Chestnut,1096 Treat Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 3ft,37.75274915,-122.4130756,POINT(-122.4130756 37.75274915),POINT(-122.4130756 37.75274915)
39921,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1938 Scott St,1,Sidewalk: Curb side : Cutout,Private,1999,24,4,,37.78782372,-122.4386261,POINT(-122.4386261 37.78782372),POINT(-122.4386261 37.78782372)
38547,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1827 Jennings St,2,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.72854808,-122.3872025,POINT(-122.3872025 37.72854808),POINT(-122.3872025 37.72854808)
34699,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,783 45th Ave,1,Sidewalk: Curb side : Cutout,Private,1997,26,5,,37.77382303,-122.5058693,POINT(-122.5058693 37.77382303),POINT(-122.5058693 37.77382303)
160908,DPW Maintained,Agonis flexuosa :: Peppermint Willow,615 Madrid St,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,Width 0ft,37.71974327,-122.4341338,POINT(-122.4341338 37.71974327),POINT(-122.4341338 37.71974327)
